item_id,shop_id,comment,rate_star,label
23080283521,76448301,"Đúng với mô tả:đúng
Chất lượng sản phẩm:chưa sử dụng

Shop gói hàng mà giao hàng rất nhanh,đóng gói cũng rất cẩn thận,giá hợp lí 
,cho shop 5sao",5,0
23080283521,76448301,"Chất lượng sản phẩm:Ổn
Đúng với mô tả:đúng

Shop gói hàng và giao hàng khá nhanh,gói hàng cũng rất chắc chắn ko lo hư hỏng hàng,cho shop 5sao.!!!",5,0
23080283521,76448301,"Củ sạc và cáp được đóng rất kỹ càng, củ sạc riêng, cáp sạc riêng chuẩn hàng hãng, shop giao hàng nhanh, không chê được, trả lời tin nhắn nhiệt tình, hỗ trợ tốt, có tét sạc qua khi sử dụng 1 tuần đầu, chắc là sẽ bền- ip13 1-30% thì khoảng 19 phút không nóng máy với đơ khi sạc, củ sạc k bị nóng rát",5,0
23080283521,76448301,"shop giao hàng nhanh ghê, vừa đặt đã ấn chuẩn bị xong cho hàng đi luôn, ít shop nào như vậy,tư vấn bảo hành đầy đủ quá uy tín",5,0
23080283521,76448301,"Shop giao hàng đúng thời gian , tư vấn nhiệt tình , dây sạc tốt củ sạc cầm rất chắc tay đằm dây cáp mình cắm thử vào củ đi kèm máy thì sạc nhanh tốc độ như vậy chắc là hàng zin rồi, dùng rất okla . Cảm ơn Shop nhiều",5,0
23080283521,76448301,"Shop đóng hàng cẩn thận. Giao nhanh. canh sale mua luôn cả củ và cáp giá rẻ 200k là chất lượng ổn định rồi bảo bệ máy chứ ham rẻ đến khi ảnh hưởng dt tiếc lắm. Được cái đáng tiền sạc nhanh. Dt không hề nóng, củ sạc ấm nhưng đó đặc điểm chung của củ sạc nhanh r. Đang tiền",5,0
23080283521,76448301,"Giao hàng nhanh, đóng gói cẩn thận. Shopeemall nên khá yên tâm về chất lượng",5,0
23080283521,76448301,về dịch vụ shop đổi tận nhà và shop đổi miễn phí tận nhà nên khá yên tâm,5,0
23080283521,76448301,"shop trả lời tin nhắn nhanh, tư vấn nhiệt tình dễ thương, đóng gói rất cẩn thận full box nguyên seal, bảo hành 24 tháng quá uy tín luôn, mọi ng nên mua ở đây nhé",5,0
23080283521,76448301,"Chất lượng sản phẩm:tốt
Đúng với mô tả:đúng

Sạc khá nhanh, cho shop 5 sao",5,0
23080283521,76448301,"Nay mình sạc thử lần đầu thấy đt lên khá nhanh. Tầm chưa tới 2h là đã đầy pin rồi. Hy vọng sẽ dùng được bền. Giao hàng cũng rất nhanh, shop có bảo hành 12 tháng và đổi miễn phí tận nhà nữa, kèo này cũng ngon",5,0
23080283521,76448301,"Sạc oki, dô pin mau lẹ tuy nhiên dây cáp 2 mét bị chậm pin lắm nhe, không nhanh",5,0
23080283521,76448301,"Giao hàng nhanh, gói hàng khá cẩn thận. Giá rẻ, chưa sd nên không biết chất lượng sao. Nếu ok sẽ mua lại",5,0
23080283521,76448301,"Đúng với mô tả:giống
Chất lượng sản phẩm:tốt

Giao hàng nhanh
Sp đẹp 
Chất lượng tốt nên mua 
Hình ảnh chỉ mang hình thức nhận xu",5,0
23080283521,76448301,San pham rat hay chat luong tuyet voi voi gia tri thuc te moi nguoi nhe,5,0
22654313966,76448301,"đúng hình quảng cáo 100%, chất lượng âm thanh tốt, nghe siêu to, mở max volum cũng k bị rè như 1 số dòng khác, tốc độ kết nối bluetooth nhanh, ổn định, pin xài đc lâu,. Ncl với giá tiền này thì được quả loa rất ok. Sẽ quay lại ủng hộ shop nếu có nhu cầu",5,0
22654313966,76448301,Được hôm săn sale săn được loa giá mềm về nghe ok lắm . Shop tư vấn nhiệt tình . Sẽ ủng hộ lâu dài,5,0
22654313966,76448301,"Mình mua loa cho bố, ở nhà hai ông bà cho đỡ buồn.Phòng khách rộng nên mình lấy loại này thấy vừa.Bố mình khen loa tốt dễ sử dụng .Cảm ơn shop nhé, sẽ tiếp tục ủng hộ cho shop khi cần.",5,0
22654313966,76448301,Hàng chuẩn như hình Mình dùng thì rất ok! Pin khá lâu Đáng để mua.,5,0
22654313966,76448301,"Mình rất hài lòng, sản phẩm giao nhanh, đóng gói cẩn thận, chất lượng kết nối và âm thanh tốt. Cũng rất thích thiết kế của loa nên thêm điểm cộng nhé! ^^ Vote 5 sao cho shop",5,0
22654313966,76448301,"Về cơ bản Loa tốt,shop nói đúng về sản phẩm bán. Tiếng loa nghe chấp nhận được. Hình thức đẹp giống hình.Míc hát tạm được. Đóng gói tạm được, hàng ko bị bẹp méo. Ok nhé!",5,0
22654313966,76448301,"Loa dùng hát hay nghe rất ổn âm thanh rất to, hình ảnh mang tính chất minh hoạ",5,0
22654313966,76448301,"Quá tuyệt vời, chất lượng âm thanh tuyệt vời. Điều quan trọng nhất là nó nhỏ và tiện lợi",5,0
22654313966,76448301,Rất hài lòng với shop,5,0
22654313966,76448301,"Loa nghe to , không rè, có đèn led Sản phẩm mình khá ưng . Shop đóng gói cẩn thận lắm luôn. Giao hàng nhanh chóng, tư vấn nhiệt tình và hướng dẫn sử dụng khá tốt",5,0
22654313966,76448301,Thấy nhiều ngưởi không test loa 1cách đàng hoàng cho người sau biết mà mua...mình cũng k dám mua.nhờ có mã giảm shop cho mới liều mua thử,5,0
22654313966,76448301,"vừa nhận hàng đây, unboox liền cho nóng. ngoại hình đẹp giống hình, nhỏ gọn nhưng âm thanh to, các chức năng như mô tả,Shop đóng gói kỹ, giao nhanh, sẽ ủng hộ thêm",5,0
22654313966,76448301,"Cái loa đúng kiểu đáng đồng tiền bát gạo. Âm thanh với công suất lớn cực kì, đèn led đổi màu theo nhạc khá bắt mắt. Sạc pin có chế độ tự ngắt khi đầy. Sử dụng được tầm 4-5 tiếng liên tục khi mở nhạc max volume. Có tặng kèm sticker JBL để dán lên loa. 500k mà được cái loa xách có quai cầm và công suất lớn vậy là xịn nha mn.",5,0
22654313966,76448301,☆☆☆ Vậy nên mình đã có tâm sắp xếp thời gian chạy xe tới người thân test loa hộ(vì hát dở)__để giúp loa của shop được m.n  tin tưởng hơn_loa to.nghe trầm ấm . không ồn ào_nghe dễ chịu_đỡ lo người xung quanh cảm thấy ồn quá mức,5,0
22654313966,76448301,"Nghe nhạc cực đã, loa nghe rất êm. Shop tư vấn nhiệt tình. Sẽ ủng hộ tiếp",5,0
17581775903,76448301,"Chất lượng sản phẩm:nhua

đẹp, chắc chắn, có tính thẩm mĩ( cái hình dán không có trước)
giao nhanh",5,0
17581775903,76448301,"1 trải nghiệm tệ với dịch vụ của shop. Theo mình xem đánh giá, mình có biết shop giao hàng có 2 loại. 1 loại là rep, 1 loại là Hoco. Mình có inbox hỏi shop là mình muốn mua loại trên hộp ""không có chữ CES"" (là hàng của hãng Hoco) có không thì shop phản hồi là có, nên mình mới đặt hàng. Khi đặt hàng mình vẫn rất kỹ, sợ shop quên nên đã inbox dặn shop lấy cho mình loại trên hộp không có chữ CES giúp mình nhé. Xong cuối cùng nhận được hàng là giao cho mình tai nghe của Hoco :))
Mình inbox hỏi shop thì shop im lặng, không trả lời :))
Đánh giá về tai nghe thì ok, nhưng mà mình muốn mua hàng rep mà shop ơi, mình ko có nhu cầu mua hàng Hoco. Shop không có thì đừng bán cho mình cũng được mà chứ mình mua về mình cũng có vui vẻ gì đâu.
Dịch vụ TỆ !",1,0
17581775903,76448301,"Chất lượng sản phẩm:tốt
Đúng với mô tả:đúng ,chuẩn

phụ kiện chất lượng, đúng quảng cáo, đóng gói cẩn thận,hoạt động tốt, độ bền để thời gian trả lời .ok",5,0
17581775903,76448301,"Chất lượng sản phẩm:hàng đẹp giao nhanh

Hàng đẹp giao nhanh nhé. Các bạn trẻ rất thích . Ổn áp bass và đi tập thể dục. Còn mua tiếp.",5,0
17581775903,76448301,Giao hàng nhanh gói hàng cẩn thận nói chung ưng lắm tạm thời chất lượng ổn,5,0
17581775903,76448301,"Chất lượng sản phẩm:oki

Giao bhanh, sản phẩm đúng với mô tả. Âm thanh chưa mịn nhưng giá tiền vậy nghe oki rồi",5,0
17581775903,76448301,"Đúng với mô tả:đúng
Chất lượng sản phẩm:oke nha

Ốp này với cái tai nghe pro gen 2 nó cứ  k đúng đúng kiểu dì ấy mn ạ",5,0
17581775903,76448301,"Chất lượng sản phẩm:tạm
Đúng với mô tả:ko

Về phần tai nghi thì tốt, loa bass ổn,  pin thì chưa bt như nào nói chung tạm ổn trong tầm giá
Còn về phần ốp của tai nghe, mình đặt mã heo hồng mặc dù có cả lưu ý cho người bán nội dung rõ ràng, không hiểu kiểu gì lại giao ốp trong suốt cực thất vọng về phần này",1,0
17581775903,76448301,"Chất lượng sản phẩm:OK
Đúng với mô tả:OK

239k cho 1 sản phẩm như này thì không thể đòi hỏi hơn được nữa, copy cũng 8/10 chứ không ít, âm thanh nghe OK, đóng hàng rất ổn.",5,0
17581775903,76448301,"giao cũng nhanh í, case hơi chật nên gắn vào gỡ ra hơi khó xíu nma dth, airpod thì dùng êm, nghe cũng rõ xịn đẹp",5,0
17581775903,76448301,"Chất lượng sản phẩm:khá ổn với mức giá
Đúng với mô tả:đúng mô tả

Sản phẩm sử dụng khá ổn, âm thanh nghe ổn. Ốp sp dễ thương.",5,0
17581775903,76448301,"Chất lượng sản phẩm:tốt

Mới nhận được airpod, xài tốt chất lượng audio tốt, bass mạnh, connect tốt. 
Phải xài thêm một thời gian để xem chất lượng pin nhưng hiện tại thì ok
Như hàng thật, nên mua",5,0
17581775903,76448301,"Đúng với mô tả:ok
Chất lượng sản phẩm:tốt

Lúc trc kdasm mua hàng fake, sợ k kết nối dc,mua hàng real, hii, bị mất, gio mua hàng rẻ xài đỡ, k ngờ đẹp, kết nối, nghe ok đến vậy, mừng quýnh luôn. Cho shop 5sao, hàng nhah, mới, nguyên seal.nên mua mng nhé",5,0
17581775903,76448301,"Chất lượng sản phẩm:tốt
Đúng với mô tả:yes

eo thề đây chắc là cái tai nghe thích nhất mình mua ((= âm to bass đầm giật đùng đùng phê lắm cảm ứng nhạy ship nhanh nên mua",5,0
17581775903,76448301,"Đúng với mô tả:ko đúng

Mình đặt cả ip với ốp là ip3 mà ko hỉu s shop vẫn giao cho mình ốp pro2 đc, ko chịu kt trước khi giao",1,0
23554455052,76448301,"Giao hàng nội thành HCM 2 ngày nhận đc hàng, lo muốn xỉu sợ bị tráo hàng :))) nhưng nhận đc thì check trên web ra nha",5,0
23554455052,76448301,Hàng chính hãng nhé ạ dùng oke chất lượng khỏi bàn cảm ơn shop tư vấn nhiệt tình cho mình,5,0
23554455052,76448301,"Bản airpods 3 nghe rất hay, cải tiến khác hẳn so với đời 1-2. Có tính năng Spatia audio xem film rất đã luôn. Shop đóng gói rất cẩn thận.",5,0
23554455052,76448301,"Sản phẩm ổn nha, đủ bảo hành 1 năm <3",5,0
23554455052,76448301,"Săn được 3.750.000 quá hời luôn. Hàng nguyên seal, kích hoạt bảo hành điện tử. Tai nge êm, ko đau tai.",5,0
23554455052,76448301,hình ảnh và clip chỉ mang tính chất nhạn xu. hàng giao hơi chậm nhưng còn kịp,5,0
23554455052,76448301,"Kích bảo hành từ ngày xuất hoá đơn, full 12 tháng.",5,0
23554455052,76448301,"Sp chất lượng. Giao nhanh như 1 cơn gió. Kích hoạt bảo hành ngay ngày đặt hàng là đc. Bud khác với air2, mang hơi đau tai 1 tí nếu tai nhỏ như tui. Tính ra mua gen 2 cũng ok rùi. Săn sale đc 3tr6. Khá ngon",5,0
23554455052,76448301,"- Nhược điểm: vỏ dễ xước dính bẩn, khó lau sạch. Nghe nhạc mạnh, nhiều bass chất lượng ko tốt, khá nhức tai. Sử dụng được 1 tháng thấy 1-2 lần có tình trạng mất kết nối 1 bên tai, cất vào mở lại 1-2 lần thì hoạt động trở lại.",5,0
23554455052,76448301,"Tbh nên mua pro. Đeo cái này hơi đau tai, tg sd case cũng ko lâu như qc.",5,0
23554455052,76448301,"Thiết bị quá tốt nghe hòi không chán, giao hàng rất nhanh",5,0
23554455052,76448301,Hàng 9 hàng  giao hàng njanj chât lipw gk ok  hình ảnh dđst lấy xu,5,0
23554455052,76448301,Hình ảnh mang tính chất nhận xu ship hàng nhanh chất lượng tai nghe tốt,5,0
23554455052,76448301,"Hàng chính hãng Apple mua từ store thì không có gì phải phàn nàn, đóng gói chắc chắn, chộp được lúc sale nên giá tốt, nghe khá là ok.",5,0
23554455052,76448301,Mua chính hãng nên yên tâm nhưng vì GHN làm việc như quần què nên tgian giao hàng bị kéo quá lâu,5,0
23954455217,76448301,"Giao hàng siêu siêu nhanh, mới đặt T7 mà CN đã gọi giao. Lần đầu mua đơn giá trị cao qua shopee cũng thấy hơi rén nhưng vì là flagship store nên cũng an tâm xíu. Tai nghe ban đầu dùng ổn, chưa biết qua 1 thời gian sẽ như nào.",5,0
23954455217,76448301,"hàng gói rất kĩ, mình có so với em airpods rep 1:1 thì thấy em này nặng tay hơn hẳn, chất âm ổn áp, không uổng công chờ đợi, mọi người nên sở hữu ngay 1 em nhé, thích cực ❤️",5,0
23954455217,76448301,"bên GHN shipper rất tận tình dễ thương, CSKH của shop thì thân thiện và supportive lắm nha. Nói chung là mình yên tâm và rất hài lòng với sản phẩm, chỉ chờ shop gửi hoá đơn cho mình nữa là xong",5,0
23954455217,76448301,Giao khá nhanh luôn í!! Mình đặt hôm thứ 6 nay thứ 3 nhận đc mặc dù mình ở tphcm còn shop ở hà nội@@ đóng gói khá cẩn thận nguyên hộp bự luôn í bỏ cả mút bên trong rất là cẩn thân… hàng nguyên seal hi vọng là ổn !!! Vì thấy mall nên nghĩ sẽ chất lượng.,5,0
23954455217,76448301,"Sản phẩm hoàn hảo, đóng gói gọn gàng chắc chắn, giao hàng nhanh, đáng đồng tiền bát gạo.",5,0
23954455217,76448301,Shop chuẩn bị hàng siêu tốc nhanh lun á . Mới đặt hôm 11/11 thì qua 12/11 đã nhận được hàng .,5,0
23954455217,76448301,"Mua săn sale 7.7 còn 2tr6 thôi, giá tốt nên mua của shop nhéeee",5,0
23954455217,76448301,"Sau khi dùng nửa tháng thấy ok, lâu hết pin, nghe bass êm Đặt hàng 8/8 nhưng mà giao siêu nhanh luôn 4 ngày là nhận đc",5,0
23954455217,76448301,"Mua siêu sale 11.11 chỉ còn tầm 2tr8 thui, ngày 14.11 đã nhận hàng rồi, hàng chính hãng, tương thích tốt",5,0
23954455217,76448301,"Shop đóng gói cẩn thận, hộp to đùng chèn xốp cẩn thận. Shop chianh hãng nên rất yên tâm. Mùa dịch nhưng giao hàng khá nhanh, nhưng mình vẫn chưa nhận được hoá đơn huhu.",5,0
23954455217,76448301,"Hàng nguyên seal, chính hãng VNA, nhưng cảm giác nắp đậy hơi lệch chút xíu. Chất âm ổn. Đang đợi shop gửi hoá đơn điện tử để bảo hành.",5,0
23954455217,76448301,"Hàng chất lượng xịn xoài fullseal nha bà con, mua được flash sale giá quá hờ, cầm rất chắc tay",5,0
23954455217,76448301,"Hàng chính hãng, mùa dịch nhg giao nhanh hơn dự kiến. Nghe ổn áp. Kb pin dùng đc bao lâu nhg tạm cho 5 sao",5,0
23954455217,76448301,"Mua store chính hãng nên khá yên tâm, giao hàng rất kĩ lưỡng kiểm tra cmnd, đóng gói cẩn thận.",5,0
23954455217,76448301,14/11 có hoá đơn gửi qua mail. Và mình tự kích hoạt bảo hành trên web nhưng lỗi ngày mua nên gọi tổng đài hỗ trợ gặp bé nhân viên nhanh nhẹn nhiệt tình nên ngày hôm sau đã kích hoạt được.,5,0
22154458199,76448301,"Hàng chính hãng, mùa dịch nhg giao nhanh hơn dự kiến. Nghe ổn áp. Kb pin dùng đc bao lâu nhg tạm cho 5 sao",5,0
22154458199,76448301,"Hàng chuẩn chính hãng, giao hàng nhanh, dsongs gói cẩn thận, tự động kích hoạt bảo hành khi sử dụng, quá là tiện, tai nghe êm nhạc thích, săn được giá sale cũng hời, tai nghe hàng mới dc sản xuất năm 2022, bản của Việt Nam nên mọi thứ đều dễ bảo hành và sử dụng đều okila hơn bản quốc tế",5,0
22154458199,76448301,"Nghe đã tai xịn xò lắm. Đáng đồng tiền bát gạo, canh sale nên giá rẻ, mua ngoài chắc mắc hơn 500k. Chất lượng tốt, giao hàng nhanh đóng gói hàng cẩn thận",5,0
22154458199,76448301,"Hàng chuẩn FPT, săn được sale giá rẻ hơn mua trực tiếp tại cửa hàng. Cảm ơn shop.",5,0
22154458199,76448301,"Mua săn sale 7.7 còn 2tr6 thôi, giá tốt nên mua của shop nhéeee",5,0
22154458199,76448301,"Sản phẩm hoàn hảo, đóng gói gọn gàng chắc chắn, giao hàng nhanh, đáng đồng tiền bát gạo.",5,0
22154458199,76448301,Check được. Nghe ổn. Mua sale nên giá hời. Giao hàng khá nhanh. Đóng gói cẩn thận,5,0
22154458199,76448301,"Tai nghe chính hãng , kết nối nhanh , âm thanh khỏi chê . Điểm 10 chất lượng .",5,0
22154458199,76448301,"bên GHN shipper rất tận tình dễ thương, CSKH của shop thì thân thiện và supportive lắm nha. Nói chung là mình yên tâm và rất hài lòng với sản phẩm, chỉ chờ shop gửi hoá đơn cho mình nữa là xong",5,0
22154458199,76448301,"Đóng gói kĩ càng, giao hàng tương đối nhanh ^^ . Test nghe ok chưa xin sò",5,0
22154458199,76448301,"Hàng nguyên seal, chính hãng VNA, nhưng cảm giác nắp đậy hơi lệch chút xíu. Chất âm ổn. Đang đợi shop gửi hoá đơn điện tử để bảo hành.",5,0
22154458199,76448301,"Mua store chính hãng nên khá yên tâm, giao hàng rất kĩ lưỡng kiểm tra cmnd, đóng gói cẩn thận.",5,0
22154458199,76448301,"Mua siêu sale 11.11 chỉ còn tầm 2tr8 thui, ngày 14.11 đã nhận hàng rồi, hàng chính hãng, tương thích tốt",5,0
22154458199,76448301,"giao hàng nhanh, đóng gói cẩn thận. mua lúc sale nên còn 2m6 thui. giống mn, cái nắp của t cũng bị lệch xíu nma không đáng kể. nchung là nên mua ha",5,0
22154458199,76448301,Hộp vận chuyển xa quá hay sao mà bị mốp méo.,5,0
22480692785,76448301,"Âm thanh hay, chơi game bị trễ âm thanh 1 xíu nhưng vẫn ok",5,0
22480692785,76448301,"Mua trúng đợt shop ưu đãi giảm giá, sp chất lượng đã vậy còn được giảm giá nữa chứ, thích quá thích",5,0
22480692785,76448301,"Tai nghe hay, trong tầm giá này mà còn chê được thì chịu các thánh. Mua tai nghe real về mà nghe. Tiền ít đòi hít thơm",5,0
22480692785,76448301,sp tuyệt vời. âm thanh đỉnh lắm. cầm chắc chắn. đúng là tiền nào của đấy. trước mình cua con tai ngeh này của shop nào bán hơn 300 nhưng k dc chắc chắn và hay như này mình liệng nó vào thùng rác rồi. giờ nghe tai này của shop thấy đỉnh ghê,5,0
22480692785,76448301,"Nguyên seal, chất lượng âm thanh tạm ổn, bass hơi kém, ncl phù hợp với giá tiền, clip mang tc nhận xu",5,0
22480692785,76448301,Vừa đẹp mà nghe còn hay. Xứng đáng là con tai nghe quốc dân,5,0
22480692785,76448301,Hình ảnh chỉ mang tính chất nhận xu. Shop đóng gói cẩn thận và giao hàng nhanh. Tai nghe tạm ổn.,5,0
22480692785,76448301,"Độ hoàn thiện chưa cao, nhựa mặt sau hơi bạc màu ngã trắng, âm thanh bình thường",5,0
22480692785,76448301,Với chất lượng như vầy thì k cần phải yêu cầu gì thêm,5,0
22480692785,76448301,Có điều k nhạy lắm và đội mũ trùm thì cọ vào tai nghe dễ bị mất kết nối,5,0
22480692785,76448301,So với giá tiền thì không có gì để chê sản phẩm này cả. Xịn hết nc chấm.,5,0
22480692785,76448301,"Đồ đẹp lắm,đúng mẫu nữa ạ!Độ bện thì phải dùng lâu mới biết ,shop đóng gói khá đẹp và kỹ lưỡng",5,0
22480692785,76448301,"Đồ đẹp lắm nè,nên mua nhé moi người,lan đau tiền mua ma rất ung i",5,0
22480692785,76448301,"Giao hàng nhanh. Tai nghe âm được, giao hàng nhanh",5,0
22480692785,76448301,"Dong goi okkkkkk nhaa Chất đẹp, giao nhanh, nên mua nha mnnnnn",5,0
20093106503,76448301,"Chất lượng sản phẩm:tạm ổn.
Tính năng nổi bật:nghe nhạc.

Dây sạc không vào điện, phải lấy dây khác mới sạc được. 
Tai nghe có vết bẩn.",3,0
20093106503,76448301,Hàng không đúng như khách mua trước tạm được so với tầm giá. Shiper quá đểu phải tự đến kho cách nhà 5 km để lấy hàng 5 sao,5,0
20093106503,76448301,Giao hàng đóng gói khá ổn. Nhưng phải tự gọi lên Apple để kích hoạt bảo hành. Hàng chính hãng.,5,0
20093106503,76448301,"Bản airpods 3 nghe rất hay, cải tiến khác hẳn so với đời 1-2. Có tính năng Spatia audio xem film rất đã luôn. Shop đóng gói rất cẩn thận.",5,0
20093106503,76448301,Hàng chính hãng nhé ạ dùng oke chất lượng khỏi bàn cảm ơn shop tư vấn nhiệt tình cho mình,5,0
20093106503,76448301,"Tốt ok nhưng không giống mô tả lắm vẫn cho shop 5 *,shop rep tin nhắn cũng hơi lâu mong shop cải thiện",5,0
20093106503,76448301,"Đã nhận được hàng. Đóng gói cẩn thận. Mình mua tặng, ko thấy phản hồi tiêu cực nên chắc là ok rồi.",5,0
20093106503,76448301,"Hàng dùng ok nha nghe tốt âm bass rất hay, cách âm tốt dùng mac và ip rất nhạy",5,0
20093106503,76448301,"Chất lượng sản phẩm:tốt
Tính năng nổi bật:nghe nhạc

Sản phẩm phù hợp với giá tiền chất lượng âm thanh ổn",5,0
20093106503,76448301,"Chất lượng sản phẩm:Kém

Thực sự thì mình cũng kh muốn đánh giá 1 sao đâu ạ. Mình mong muốn được giải quyết ổn thoả, luôn nhắn đầy đủ trạng thái và hình ảnh của sản phẩm để được giải quyết nhanh nhất. Nhưng shop vẫn luôn trả lời tin nhắn mình bằng việc thả sticker  xong để vậy. Nếu 1 lần thì có thể là do shop có nhiều việc, còn nhiều lần liên tục kh trl thì đấy là bên shop ạ!. Tai nghe của mình bị lỗi 1 bên, mình có đưa ra tiệm hỏi nhưng vẫn kh được, mình có kèm hình ảnh và video rằng tai nghe kh nghe được và muốn đổi trả. Nhưng kh biết phải làm thế nào bởi vì shop cũng thực sự kh nhiệt tình lắm. Mình chỉ mong shop sớm giải quyết được vấn đề này và đặc biệt là luôn làm cho khách hàng có được trải nghiệm tốt nhất. Cảm ơn",1,0
20093106503,76448301,Mua chính hãng nên yên tâm nhưng vì GHN làm việc như quần què nên tgian giao hàng bị kéo quá lâu,5,0
20093106503,76448301,Sale nên mua đc giá tốt,5,0
