item_id,shop_id,comment,rate_star,label
18846387833,76448301,"Shop ghi mô_tả k rõ , IP mà chân lại là type C , m rõ_ràng k chọn type C , k đáng bn nhưng nhắn sh đổi mà 2 ngày cũng chả phản_hồi hỗ_trợ",1,1
20280650412,76448301,Hình màu đen nhưng giao lại màu trắng .,1,1
20280650412,76448301,"Hàng Trung_Quốc , loại dởm , cắm k báo sạc nhanh .",1,1
16223230656,76448301,Chất_lượng sản_phẩm : hỏng .,1,1
22019023312,76448301,"HỘP ĐỰNG THÌ MÓP MÉO , TAI NGHE THÌ KẾT_NỐI ĐƯỢC NHƯNG CHẢ NGHE GÌ CẢ , ĐÃ THỬ LẠI HAI BA LẦN NHƯNG VẪN KHÔNG ĐƯỢC , THẬT_SỰ PHÍ TIỀNKHÔNG NÊN MUA NHA MN",1,1
16095114649,76448301,Sản_phẩm tệ nhất trước giờ mua trên shopee .,1,1
22437317005,76448301,Hàng fake nhưng dùng ảnh và clip hàng chính hãng để lừa người tiêu_dùng,1,1
23171914090,76448301,Loa cùi lắm tui khuyên với tầm giá này sẽ nên mua xtobo hoặc intromax ok hơn chứ mua này về tui Sài 3 bữa hư rồi,1,1
22437317005,76448301,"Chất_lượng sản_phẩm : không tuân_thủ các quy_tắc trả lại hàng_hoá , hàng_hoá không đáp_ứng các đặc_điểm đã khai_báo trên trang_web .",1,1
22437317005,76448301,"Không đáng_giá 300k , chỉ như con i12 độ vỏ chán cầm nhẹ_tênh .",1,1
22437317005,76448301,Chất_lượng sản_phẩm : Tệ .,1,1
16095114649,76448301,"Đánh_giá 1 sao vì mua loa mới mà nứt vỡ , xước , hộp móp hết , chắc bên bán hàng bán hàng thanh_lí , quá thất_vọng",1,1
16095114649,76448301,Chất_lượng sản_phẩm : tệ .,1,1
10599865081,76448301,"Tai nghe bị to quá , đeo lâu đau tai , âm_thanh nghe rát tai , bật nhỏ hết cỡ nghe mới đỡ .",1,1
20174329469,76448301,"Chân quay chụp không giống thực_tế , lỏng_lẻo dễ đổ .",1,1
15788053880,76448301,Chất_lượng sản_phẩm :,1,1
22437317005,76448301,"Mới dùng đc 1 ngày hư một bên tai , lâu_lâu tự_động ngắt kết_nối .",1,1
23171914090,76448301,Sản_phẩm ko đúng với thông_tin shop đưa,1,1
22866371279,76448301,Shop giao sai mẫu màu cũng sai .,1,1
20100542623,76448301,Giao hàng nhanh .,1,1
17581775903,76448301,"Shop vô_trách_nhiệm giao thiếu hàng cho khách , đã ib riêng giải_quyết êm_đềm mà hơn 1 tuần rồi còn chưa ship .",1,1
17581775903,76448301,Chất_lượng sản_phẩm : kem .,1,1
17581775903,76448301,Chất_lượng sản_phẩm : chất_lượng pin của hộp quá kém sạc 1 đêm mà sạc cho 2 cái tai nghe 2 lần hết pin trong hộp,1,1
22154458199,76448301,Chất_lượng sản_phẩm : chat luong san pham kha te .,1,1
22154458199,76448301,Mua lần đầu dùng êm mà làm mất nên mua lại lần 2 buồn thay là lần này phải sửa đánh_giá vì chưa dùng đc 1 tháng đã hỏng r :,1,1
22480692785,76448301,Chất_lượng sản_phẩm : bad .,1,1
22480692785,76448301,Tai nghe vấn đê nhắn cho shop không hồi_âm :,1,1
17581775903,76448301,Bẩn vỏ giống như đã qua sử_dụng âm_thanh tạm ổn xước cả trong và ngoài .,1,1
20093106503,76448301,Chất_lượng sản_phẩm : Kém .,1,1
20093106503,76448301,Tính_năng nổi_bật : quá tệ .,1,1
20093106503,76448301,Tai như lol què : mãi đell kết_nối được .,1,1
20093106503,76448301,Tính_năng nổi_bật : nghe chưa đc 1 tuần đã hư .,1,1
20093106503,76448301,Tính_năng nổi_bật : cha ra lam sao .,1,1
22241132931,76448301,các bạn đừng mua hàng đây nhé nếu hư dây sạc sẽ k dc đổi trả HÀNG đâu mình nhắn từ 246 đến bây_giờ vẫn chưa được đổi sạc,1,1
20093106503,76448301,sản_phẩm không đúng với mô_tả,1,1
20093106503,76448301,Giao k đúng hàng lm ăn kiu j k pit,1,1
20093106503,76448301,Chất_lượng sản_phẩm : tệ .,1,1
21989879903,76448301,"Sạc fake , pin vào cực chậm .",1,1
17581775903,76448301,"Có được nhận đâu mà đánh_giá , nói_chung trải_nghiệm bên shop phải nói là Tệ ..",1,1
17581775903,76448301,Chất_lượng sản_phẩm : tốt .,1,1
20100542623,76448301,Chất_lượng sản_phẩm : âm_thanh ổn mic tạm đc .,1,1
18344910325,76448301,"cái phần nam_châm nó đóng vào siêu lỏng_lẻo luôn í không hút mạnh như các loại khác , không nên mua",1,1
16695183708,76448301,"Shop này hỗ_trợ không nhiệt_tình , nhầm hàng shop không hỗ_trợ đổi",1,1
23080283521,76448301,Củ sạc kg khít đc với dây sạc .,1,1
23080283521,76448301,Mình vừa mua dc 4 hôm củ sạc đã ko sạc dc nhắn_tin cho shop cũng ko bảo hỗ_trợ đổi hàng chỉ_bảo cắm vào củ sạc khác nhưng cũng ko dc coi như bỏ phí tiền,1,1
23080283521,76448301,Hàng đểu sạc hỏng nhắn_tin shop không giải_quyết chút nào cả,1,1
23080283521,76448301,Đưa bộ sạc hư đéo sạc đk đcm shop,1,1
17581775903,76448301,Đúng với mô_tả : ai mà biết .,1,1
23080283521,76448301,Chất_lượng tệ Dùng được 4 ngày thì đã hỏng,1,1
17581775903,76448301,Chất_lượng sản_phẩm : tạm .,1,1
17581775903,76448301,Đúng với mô_tả : ko đúng .,1,1
17581775903,76448301,Chất_lượng sản_phẩm : quá tệ ko dùng được .,1,1
17581775903,76448301,"Omg nâu , dùng đc tháng hỏng mẹ một bên : k rơi k vỡ : chán hình_thức ok : đeo vào oai .",1,1
17581775903,76448301,Chất_lượng sản_phẩm : kém quá kém cực kém .,1,1
17581775903,76448301,Đúng với mô_tả : mua kèm ốp bảo_vệ hình lợn nhưng ship con mèo shop chảnh chó .,1,1
17581775903,76448301,Đây là cái cục nhựa vô_tri à ?,1,1
17581775903,76448301,1 trải_nghiệm tệ với dịch_vụ của shop .,1,1
21989879903,76448301,Chất_lượng sản_phẩm : Đồ đểu hàng giả mà là shopee mall mới kinh chứ .,1,1
23171914090,76448301,"Pin 1600mah , trong khi phần giới_thiệu ghi 6000 mah .",1,1
21989879903,76448301,"Sạc hỏng không vào pin mà cũng gửi cho khách , mình thử mấy máy đều không nhận chắc_chắn do sạc hỏng .",1,1
22537203132,76448301,"Tai nghe bị điếc 1 bên ko nghe được , liên_hệ shop không hỗ_trợ đổi , thấy địa_chỉ HN đề_nghị tự đổi thì shop lại bảo ở BN , nghe như cố_tình bán hàng lỗi cho khách",1,1
22537203132,76448301,Chất_lượng sản_phẩm : kém chất_lượng .,1,1
22537203132,76448301,"Đầu dây sạc bị nứt , hộp bị hở đậy ko kín .",1,1
22537203132,76448301,Chất_lượng sản_phẩm : Tệ .,1,1
22537203132,76448301,Chất_lượng sản_phẩm : mua về sạc ko đc nt hỏi shop ko trl,1,1
22537203132,76448301,"sp mua về chỉ nghe được một bên , sử dùng chỉ được 1 giờ 30 phút nếu sạc đầy . có liên_lạc bảo đổi thì shop k tl",1,1
22537203132,76448301,"Tai nghe kiểu gì cứ nằm nghiêng 1 bên là dừng nhạc , cứ chạm vào phần loa đen đen của tai nghe là bị ngắt kết_nối .",1,1
22537203132,76448301,Chất_lượng sản_phẩm : khong tot .,1,1
22537203132,76448301,Mua về bị liệt 1 bên tai ko nghe được kết_nối đt thì ko xác_minh đc hãng của tai nghe,1,1
22537203132,76448301,"Giao hàng nhanh , hàng về k kết_nối bluetooth được .",1,1
22537203132,76448301,Chất_lượng sản_phẩm : cực tệ .,1,1
22537203132,76448301,Đặt màu hồng giao màu trắngđã vậy còn sài k đc,1,1
17882010839,76448301,"Tai nghe có 99k thì không nói gì về chất_lượng rồi , nhưng mình đặt pro 6 mà shop gửi về pro 4 , mình có phản_ánh lại thì từ hôm nhắn đến hôm_nay là 3 ngày và shop chỉ xin_lỗi suông chứ không có ý_kiến đổi trả hàng hay như nào cả , tai nghe rẻ_tiền thì thôi mình cũng không mất thời_giờ đi gửi trả hàng rồi chờ hoàn mấy chục một trăm làm gì nhưng vẫn đánh_giá kém vì gửi nhầm hàng nhé",1,1
17882010839,76448301,Chất_lượng sản_phẩm : quá tệ .,1,1
14993984250,76448301,"Hỏng ko kết_nối được bluetooth , k dùng dc .",1,1
18242529127,76448301,Chất_lượng sản_phẩm : hư 1 tai ko nên mua,1,1
22537203132,76448301,1 bên thì kết_nối r mà k nghe dc 1 bên thì tìm k ra .,1,1
17581775903,76448301,1 trải_nghiệm tệ với dịch_vụ của shop .,1,1
22537203132,76448301,Chất_lượng sản_phẩm : không tốt .,1,1
22537203132,76448301,Hàng lỗi chỉ nghe được 1 bên am thanh nho ban_đầu mua vì thấy dễ_thương nhma mình Sài iPhone còn tai nghe chỉ sạc được bằng đầu cục sạc androi định trả hàng nhưng thủ_tục rắc_rối lười quá đành chịu vậy lần sao sẽ rút kinh_nghiệm,1,1
22019023312,76448301,Chất_lượng sản_phẩm : khong tot .,1,1
22019023312,76448301,Một bên lớn một bên nhỏ .,1,1
22019023312,76448301,đểu,1,1
16095114649,76448301,Sản_phẩm tệ nhất trước giờ mua trên shopee .,1,1
16095114649,76448301,"Đánh_giá 1 sao vì mua loa mới mà nứt vỡ , xước , hộp móp hết , chắc bên bán hàng bán hàng thanh_lí , quá thất_vọng",1,1
16095114649,76448301,Chất_lượng sản_phẩm : tệ .,1,1
17581775903,76448301,Đúng với mô_tả : ko đúng .,1,1
16095114649,76448301,"Nghĩ shop mall này kia , tin_tưởng mua .",1,1
16095114649,76448301,"Khâu chăm_sóc khách_hàng quá tệ , loa hỏng không khắc_phục cho khách_hàng .",1,1
16095114649,76448301,Loa bị chày xước khá nhiều .,1,1
16095114649,76448301,Shop bán hàng lừa_đảo giao không đúng hàng đã đặt,1,1
16095114649,76448301,Nhắn shop nhờ hướng_dẫn sử_dụng và sửa lỗi mà k phản_hồi,1,1
16095114649,76448301,Sài lâu loa rất nhỏ,1,1
17581775903,76448301,Chất_lượng sản_phẩm : tạm .,1,1
16095114649,76448301,ko sạc được đt,1,1
16095114649,76448301,quá tệ,1,1
20174329469,76448301,"Chân quay chụp không giống thực_tế , lỏng_lẻo dễ đổ .",1,1
18242529127,76448301,Lần đầu mua thì ổn .,1,1
22019023312,76448301,Tính_năng nổi_bật : tai nghe không dây .,1,1
18242529127,76448301,Sản_phẩm quá tệ .,1,1
18242529127,76448301,Mn k nên mua nha mình test thì thấy con f9 này mic bị rè cả Sài nhanh hết pin lw khuyên chân_thành là k nên mua cả tai nghe đeo k chắc đeo rung nhẹ tí là rơi cảm_biến thì lúc đc lúc k shipper thì như ...,1,1
17623197173,76448301,Đã dùng đc 1 tg ngắn thì tai nghe xuống_cấp mộ bên to một bên nhỏ kết_nối máy nào cx thế mình cx xem để chỉnh nhueng k đc nên biết là do tai nghe tg cx ngắn hơn cái trc mình mua shop khác lần này là lần thứ 2 món đồ nào đó trên shopee 1 sao chất_lượng quá tệ k nên mua,1,1
17623197173,76448301,Sp không vào pin cả hộp sặc lẫn tai nghe,1,1
21989879903,76448301,Chất_lượng sản_phẩm : Quá tệ .,1,1
17623197173,76448301,"Thiếu 2 núm thay_thế , khi kết_nối tai nghe với điện_thoại rất lâu .",1,1
17623197173,76448301,Chất_lượng sản_phẩm :,1,1
23171914090,76448301,Chất_lượng sản_phẩm : Tốt .,1,1
17623197173,76448301,"Tính_năng nổi_bật : hàng giao thiếu , mau hết pin không sử_dụng đươc .",1,1
17623197173,76448301,Tai nghe được 15 phút đã hết pin giao hàng nhanh tai nghe quá kém,1,1
23171914090,76448301,"Gửi hàng không đúng với mã đặt , đặt loa V8 gửi loa A88 mà không báo trước , mã A88 rẻ hơn",1,1
17623197173,76448301,Chỉ nghe được 1tiếng rưỡi không có nghe lâu 3hoạt có 6tiếng như shop đã để thất_vọng thật,1,1
17623197173,76448301,Mua về 1 bên hỏng 1 bên nge đc bị dè,1,1
17623197173,76448301,Bị lỗi nhắn_tin shop k phản_hồi,1,1
20542845170,76448301,mình mua 2 món là tai nghe sạc dp . tai nghe thì ok còn riêng sạc dự_phòng thì sạc k hề đc k vào pin bất_cứ thiết_bị nào . mình đã liên_tục gọi và nhắn cho shop để yêu_cầu giải_quyết nhưng không hề nhận được phản_hồi nào,1,1
20542845170,76448301,"Sạc lâu , lúc đầu tưởng do dây sạc có vấn_đề nhưng khi đổi dây mới thì sạc gần tiếng chỉ được 16 pin từ 100 xuống 75 nhắn_tin shop không trả_lời .",1,1
17623197173,76448301,Chất_lượng sản_phẩm : 5 sao .,1,1
17623197173,76448301,"Phí tiền , dùng lúc đc lúc không bó_tay",1,1
23627892654,76448301,Shop giao nhanh .,1,1
23171914090,76448301,Loa cùi lắm tui khuyên với tầm giá này sẽ nên mua xtobo hoặc intromax ok hơn chứ mua này về tui Sài 3 bữa hư rồi,1,1
23171914090,76448301,"Pin 1600mah , trong khi phần giới_thiệu ghi 6000 mah .",1,1
17623197173,76448301,Tai nghe hỏng 1 bên .,1,1
22108938136,76448301,"Mua R8 giao pro 6 làm_ăn kiểu gi vậy ,",1,1
22108938136,76448301,xài chưa đc 5p nữa là hết pin không kết_nối bluetooth được phải sạc pin thì 0 thất_vọng thật_sự,1,1
22108938136,76448301,Mới_đầu sài rất được nhưng sài 3 ngày sau thì hư luônkhông có làm rơi hay va_đập gì .,1,1
18344910325,76448301,"Đặt 2 chiếc có 1 chiếc bị hư , shop ko hỗ_trợ đổi hàng",1,1
18344910325,76448301,"cái phần nam_châm nó đóng vào siêu lỏng_lẻo luôn í không hút mạnh như các loại khác , không nên mua",1,1
14993984250,76448301,Lừa_đảo,1,1
20100542623,76448301,Chất_lượng sản_phẩm : âm_thanh ổn mic tạm đc .,1,1
22571917383,76448301,Không nghe được nhạc nt shop không trả_lời,1,1
20100542623,76448301,Giao hàng nhanh .,1,1
22866371279,76448301,Shop giao sai mẫu màu cũng sai .,1,1
23171914090,76448301,Sản_phẩm ko đúng với thông_tin shop đưa,1,1
21807535160,76448301,Tính_năng nổi_bật : shop gửi không đúng mẫu .,1,1
18883369105,76448301,Chất_lượng sản_phẩm : rất tệ .,1,1
18883369105,76448301,Sạc còn 50 tụt xuống 0,1,1
17623197173,76448301,Chất_lượng sản_phẩm : được .,1,1
17623197173,76448301,Giao đúng mẫu những chất_lượng không tốt .,1,1
17623197173,76448301,"Sp bị bông tróc như hình , tai bên phải không nghe đc .",1,1
18242529127,76448301,"Nghe bị chập_chờn , gọi điện lúc kết_nối đc lúc k , kết_nối được thì giọng nghe bị bé nói_chung rất tệ",1,1
22019023312,76448301,Mua về bị hở nt shop tl đúng 1 cái nhãn dán : . 1lời xl về sp cũng k có,1,1
23171914090,76448301,Chất_lượng sản_phẩm : bt .,1,1
22019023312,76448301,"HỘP ĐỰNG THÌ MÓP MÉO , TAI NGHE THÌ KẾT_NỐI ĐƯỢC NHƯNG CHẢ NGHE GÌ CẢ , ĐÃ THỬ LẠI HAI BA LẦN NHƯNG VẪN KHÔNG ĐƯỢC , THẬT_SỰ PHÍ TIỀNKHÔNG NÊN MUA NHA MN",1,1
17223186254,76448301,Chất_lượng sản_phẩm : tệ .,1,1
17223186254,76448301,Thấy mn cmt là âm_thanh lớn mà mua về tiếng nhỏ với giá vậy vẫn chấp_nhận được .,1,1
15788053880,76448301,nhanh hết pin sạc đc 1 lần xong lần sau sạc k lên_đèn hỏng luôn,1,1
21989879903,76448301,Chất_lượng sản_phẩm : tệ .,1,1
17223186254,76448301,"Mua về được 3 ngày hát được 1 2 lần mic hát lúc ăn lúc không , quá mệt_mỏi",1,1
22247040348,76448301,"Quá tệ , shop chăm_sóc khách_hàng bằng cách im_lặng , khá thất_vọng",1,1
17223186254,76448301,Hỏng mic,1,1
12899181993,76448301,Chất_lượng sản_phẩm : qua te .,1,1
12899181993,76448301,Chất_lượng sản_phẩm : te .,1,1
12899181993,76448301,Đúng với mô_tả : hàng giả hàng nhái sạc chưa được 1 điện_thoại lừa_đảo chiếm_đoạt tài_sản hàng hết đát nó còn chửi_bới mình mat day chửi_bới mình tho tục .,1,1
13499733107,76448301,"Đang hát bổng im luôn , sạc pin xong , khởi_động lại vẫn k lên",1,1
21989879903,76448301,Chất_lượng sản_phẩm : kém chỉ tương_đương bộ 2030k . sạc nóng máy loạn cảm_ứng sạc nhanh đc 23 lần rồi báo lỗi để nguội mới sạc đc . lắc kêu lọc sọc dây sạc cứng k hỗ_trợ sạc siêu nhanh . thông_số 25w chỉ đc khoảng 1518w,1,1
13499733107,76448301,Shop lừa_đảo .,1,1
20093106503,76448301,Chất_lượng sản_phẩm : Kém .,1,1
22019023312,76448301,Mọi người ko nên mua sp này vì rẻ nên chất_lượng tệ lắm .,1,1
21989879903,76448301,Xem bán đc nhìu và nhìu đáh giá tích_cực mới đặt nhưg cái kết vẫn đắg ... sạc ko lên điện liên_hệ shop ko quan_tâm luôn ... lần sau ko thèm mia trên shopee jj đó nữa lmj ...,1,1
21992301914,76448301,Mua chưa được 10 ngày thì đã hỏng 1 tai .,1,1
21989879903,76448301,Sạc không vào điện nt với shop để hỗ_trợ đổi hàng .,1,1
15788053880,76448301,"Mua hẳn cái xịn mà dùng , mua mấy đồ điện_tử rẻ_tiền này hên xui lắm . mua về hỏng 1 bên , mang đi trả thì mất_công mất thời_gian",1,1
23154791126,76448301,Bán hàng k có tâm rất là bố_láo bán song là song k lq k trách_nhiệm,1,1
